Image,ID,Length,Name,Description,,
,CID_636_Athena_Commando_M_GalileoGondola_78MFZ,46,Set_01_OA,Set_01_OB,,
,CID_637_Athena_Commando_M_GalileoOutrigger_7Q0YU,48,Set_01_PA,Set_01_PB,,
,CID_638_Athena_Commando_M_NeonAnimal,36,LLion,Prowl the neon night.,,
,CID_639_Athena_Commando_F_NeonAnimal,36,Bunnywolf,Your animal power glows through.,,
,CID_640_Athena_Commando_M_TacticalBear,38,Polar Patroller,Don't poke the bear. ,,
,CID_641_Athena_Commando_M_SweaterWeather,40,Dolph,He came to sleigh.,,
,CID_642_Athena_Commando_F_ConstellationStar,43,Astra,A constellation of skill and talent.,,
,CID_643_Athena_Commando_M_OrnamentSoldier,41,Lt. Evergreen,"Just a tree here, move along.",,
,CID_644_Athena_Commando_M_Cattus,32,The Devourer,No longer trapped in his icy prison.,,
,CID_645_Athena_Commando_F_Wolly,31,Wooly Warrior,Ready for a comeback. ,,
,CID_646_Athena_Commando_F_ElfAttack,35,Cutiepie,I hope you've been good this year...,,
,CID_647_Athena_Commando_F_WingedFury,36,Shiver,Powered by cold fury.,,
,CID_648_Athena_Commando_F_MsAlpine,34,Arctica,Overcoming the frozen cliffs.,,
,CID_649_Athena_Commando_F_HolidayPJ,35,PJ Patroller,Stay warm this winter.,,
,CID_650_Athena_Commando_F_HolidayPJ_B,37,Holly Jammer,Keep it cozy.,,
,CID_651_Athena_Commando_F_HolidayPJ_C,37,Jolly Jammer,Toasty warm and ready for the fight.,,
,CID_652_Athena_Commando_F_HolidayPJ_D,37,Cozy Commander,Winning doesn't mean being uncomfortable.,,
,CID_653_Athena_Commando_F_UglySweaterFrozen,43,Frozen Nog Ops,Bring some chill to the skirmish.,,
,CID_654_Athena_Commando_F_GiftWrap,34,Frosted Flurry,Every day's a snow day. ,,
,CID_655_Athena_Commando_F_Barefoot,34,Flatfoot,Stay on your toes.,,
,CID_656_Athena_Commando_M_TeriyakiFishFreezerBurn,49,Frozen Fishstick,Show 'em how fresh frozen can be. ,,
,CID_657_Athena_Commando_F_TechOpsBlue,37,Trilogy,The bold future of battle begins now.,,
,CID_658_Athena_Commando_F_ToyMonkey,35,Monks,Send in the monkey.,,
,CID_659_Athena_Commando_M_MrIceGuy,34,Snow Patroller,No more Mr. Ice Guy.,,
,CID_660_Athena_Commando_F_BandageNinjaBlue,42,Indigo Kuno,The Falcon Clan's finest.,,
,CID_662_Athena_Commando_M_FlameSkull,36,Bonehead,Show them your inner fire. ,,
,CID_663_Athena_Commando_F_Frogman,33,Clash,Wherever she goes trouble follows. ,,
,CID_664_Athena_Commando_M_Gummi,31,Jellie,The anemone you don't want for an enemy. ,,
,CID_665_Athena_Commando_F_NeonGraffiti,38,Komplex,"The world's waiting, make your mark.
Reactive: Glows at night.",,
,CID_666_Athena_Commando_M_ArcticCamo,36,Snow Striker,Master of snow and ice. ,,
,CID_667_Athena_Commando_M_ArcticCamo_Dark,41,Ice Stalker,Stalk the snowy plains. ,,
,CID_668_Athena_Commando_M_ArcticCamo_Gray,41,Arctic Intel,Leave 'em out in the cold. ,,
,CID_669_Athena_Commando_M_ArcticCamo_Slate,42,Chillout,"Stay cool, victory awaits. ",,
,CID_670_Athena_Commando_F_ArcticCamo,36,Snow Sniper,Cool and calculated. ,,
,CID_671_Athena_Commando_F_ArcticCamo_Dark,41,Ice Intercept,Slide into action. ,,
,CID_672_Athena_Commando_F_ArcticCamo_Gray,41,Hailstorm,The onslaught begins now...,,
,CID_673_Athena_Commando_F_ArcticCamo_Slate,42,Chill Count,Fight like the wind. ,,
,CID_674_Athena_Commando_F_HoodieBandit,38,Iris,Keep the competition in your sights. ,,
,CID_675_Athena_Commando_M_TheGoldenSkeleton,43,Oro,"Golden treasure, an eternal obsession.",,
,CID_676_Athena_Commando_M_CODSquadHoodie,40,Tango,You've got the moves.,,
,CID_677_Athena_Commando_M_SharkAttack,37,Bull Shark,"Mess with the bull, you get the shark. ",,
,CID_679_Athena_Commando_M_ModernMilitaryEclipse,47,Shadow Archetype,Engineered in the shadows for combat performance. ,,
,CID_680_Athena_Commando_M_StreetRat,35,Swift,It's gonna be his year.,,
,CID_681_Athena_Commando_M_MartialArtist,39,Gan,Harness the graceful flow of the elements.,,
,CID_682_Athena_Commando_M_VirtualShadow,39,Smoke Dragon,Shrouded in the shadows.,,
,CID_683_Athena_Commando_F_TigerFashion,38,Tigeress,On the prowl with ancestral style.,,
,CID_684_Athena_Commando_F_DragonRacer,37,Jade Racer,Driving towards harmony.,,
,CID_685_Athena_Commando_M_TundraYellow,38,Caution,"Stay alert, danger is all around.",,
,CID_687_Athena_Commando_M_AgentAce,34,Tek,Armed and dangerous. ,,
,CID_688_Athena_Commando_F_AgentRogue,36,Terra,"Enough planning, it's time for action.",,
,CID_689_Athena_Commando_M_SpyTechHacker,39,Deadlock,Break in without getting your hands dirty.,,
,CID_690_Athena_Commando_F_Photographer,38,Skye,Find your greatest adventure. ,,
,CID_691_Athena_Commando_F_TNTina,32,TNTina,Light the fuse and run the world. ,,
,CID_692_Athena_Commando_M_HenchmanTough,39,Brutus,Don't make him tell you twice. ,,
,CID_693_Athena_Commando_M_BuffCat,33,Meowscles,He's one swole cat. ,,
,CID_694_Athena_Commando_M_CatBurglar,36,Midas,All that glitters is yours. ,,
,CID_695_Athena_Commando_F_DesertOpsCamo,39,Gear Specialist Maya,Choose a unique path. ,,
,CID_696_Athena_Commando_F_DarkHeart,35,Lovethorn,The dark side of romance.,,
,CID_697_Athena_Commando_F_GraffitiFuture,40,Mystify,Is it a mystery or is it art?,,
,CID_698_Athena_Commando_M_CuteDuo,33,Pinkie,He lives to luv. ,,
,CID_699_Athena_Commando_F_BrokenHeart,37,Crusher,Taking down hearts from the top rope.,,
,CID_700_Athena_Commando_M_Candy,31,Candyman,"Here comes truffle.
Reactive: Sends a sweet message to those you eliminate.",,
,CID_701_Athena_Commando_M_BananaAgent,37,Agent Peely,He's got a license to peel.,,
,CID_702_Athena_Commando_M_AssassinX,35,Ex,Cross out the competition. ,,
,CID_703_Athena_Commando_M_Cyclone,33,Travis Scott,La Flame.,,
,CID_704_Athena_Commando_F_LollipopTrickster,43,Harley Quinn,Mind over mayhem.,,
,CID_705_Athena_Commando_M_Donut,31,Deadpool,The merc with a mouth.,,
,CID_706_Athena_Commando_M_HenchmanBad,37,TBD,TBD,,
,CID_706_Athena_Commando_M_HenchmanBad_34LVU,43,SHADOW Enforcer,Get the job done. Nothing else matters. ,,
,CID_707_Athena_Commando_M_HenchmanGood,38,TBD,TBD,,
,CID_707_Athena_Commando_M_HenchmanGood_9OBH6,44,GHOST Enforcer,GHOST for hire. ,,
,CID_708_Athena_Commando_M_SoldierSlurp,38,Slurp Jonesy,"Slurp up and ship out.
Reactive: Head transforms with higher shields",,
,CID_709_Athena_Commando_F_BandolierSlurp,40,Slurp Bandolette,"Slurp-fueled ambush predator of the jungle.
Reactive: Head transforms with higher shields",,
,CID_710_Athena_Commando_M_FishheadSlurp,39,Slurp Leviathan ,"Call me Slurp Fish.
Reactive: Head transforms with higher shields",,
,CID_711_Athena_Commando_M_LongShorts,36,Point Patroller,Ready to make a break for it.,,
,CID_712_Athena_Commando_M_Spy,29,Hugo,"Style, stealth, and unpredictability.",,
,CID_713_Athena_Commando_M_MaskedWarriorSpring,45,Xander,Sovereign of the shifting sands. ,,
,CID_714_Athena_Commando_M_AnarchyAcresFarmer,44,Farmer Steel,They trampled his corn. Now they're gonna pay.,,
,CID_715_Athena_Commando_F_TwinDark,34,Echo,"Are you real, or just a reflection?",,
,CID_716_Athena_Commando_M_BlueFlames,36,Professor Slurpo,Behold the power of slurp!,,
,CID_717_Athena_Commando_F_BlueFlames,36,Slurpentine,Love is power.,,
,CID_718_Athena_Commando_F_LuckyHero,35,Clover Team Leader,Spread the luck. ,,
,CID_719_Athena_Commando_F_Blonde,32,Penny,"When trouble knocks, we’ll build our way out.",,
,CID_720_Athena_Commando_F_StreetFashionEmerald,46,Chance,Leave it to chance.,,
,CID_721_Athena_Commando_F_PineappleBandit,41,Zina,The pineapple bandit strikes again!,,
,CID_722_Athena_Commando_M_TeriyakiFishAssassin,46,Contract Giller,Send in the fish.,,
,CID_723_Athena_Commando_F_SpyTech,33,Blockade Runner,Break through enemy lines. ,,
,CID_724_Athena_Commando_M_SpyTech,33,Wiretap,Never tap out. ,,
,CID_725_Athena_Commando_F_AgentX,32,Envoy,There is no such thing as second best. ,,
,CID_726_Athena_Commando_M_TargetPractice,40,Hit Man,Dress for the job you want?,,
,CID_727_Athena_Commando_M_Tailor,32,Tailor,"Stylish soldier of fortune.
Reactive: Unique light patterns on eliminations, damage, health, and shields!",,
,CID_728_Athena_Commando_M_MinotaurLuck,38,Master Minotaur,Unleash your manimal instincts. ,,
,CID_729_Athena_Commando_M_Neon,30,Pulse,Be the light.,,
,CID_730_Athena_Commando_M_Stars,31,Hedron,Shape up. Ship out.,,
,CID_731_Athena_Commando_F_Neon,30,Flow,Light the way.,,
,CID_732_Athena_Commando_F_Stars,31,Iso,A little rough around the edges.,,
,CID_733_Athena_Commando_M_BannerRed,35,Crimson Elite,A true legend on the rise. ,,
,CID_734_Athena_Commando_F_BannerRed,35,Scarlet Commander,Unknown and unforgettable.,,
,CID_735_Athena_Commando_M_Informer,34,Synth,"Often duplicated, never defeated.",,
,CID_736_Athena_Commando_F_DonutDish,35,Domino,Make your own luck.,,
,CID_737_Athena_Commando_F_DonutPlate,36,Psylocke,Telekinetically enhanced master martial artist.,,
,CID_738_Athena_Commando_M_DonutCup,34,Cable,Seasoned soldier and master battle strategist.,,
,CID_739_Athena_Commando_M_CardboardCrew,39,Boxer,He always knows which side is up.,,
,CID_740_Athena_Commando_F_CardboardCrew,39,Boxy,Ship out and send 'em packing.,,
,CID_741_Athena_Commando_F_HalloweenBunnySpring,46,Stella,Bound into battle with springy pastel style.,,
,CID_742_Athena_Commando_M_ChocoBunny,36,Bun Bun,If you see him coming you'd better run run.,,
,CID_743_Athena_Commando_M_Handyman,34,Redux,Revived. Rebuilt. Ready for revenge.,,
,CID_744_Athena_Commando_F_DuckHero,34,Quackling,Quack in action.,,
,CID_745_Athena_Commando_M_RavenQuill,36,Ravenpool,Maximum darkness.,,
,CID_746_Athena_Commando_F_FuzzyBear,35,Cuddlepool,Ferociously furry.,,
,CID_747_Athena_Commando_M_BadEgg,32,Renegade Shadow,Step out of the shadows and stake your claim.,,
,CID_748_Athena_Commando_F_Hitman,32,Siren,Unforgettable and inescapable.,,
,CID_749_Athena_Commando_F_GraffitiAssassin,42,Yellowjacket,Venomous and victorious.,,
,CID_750_Athena_Commando_M_Hurricane,35,Cyclo,Defy the storm.,,
,CID_751_Athena_Commando_F_NeonCatSpy,36,Vix,A true catssassin always lands on her feet.,,
,CID_752_Athena_Commando_M_Comet,31,Guff,Don't fluff with Guff.,,
,CID_752_Athena_Commando_M_Comet_S23_Winterfest,46,Guff,Don't fluff with Guff.,,
,CID_753_Athena_Commando_F_Hostile,33,Rue,"Her hobbies include revenge, vengeance, and retribution. ",,
,CID_754_Athena_Commando_F_RaveNinja,35,Envision,Shine bright. Strike fast.,,
,CID_755_Athena_Commando_M_Splinter,34,Wolf,He's the one you call when all hope is lost.,,
,CID_756_Athena_Commando_M_JonesyAgent,37,Agent Jonesy,Espionage suits him well.,,
,CID_757_Athena_Commando_F_WildCat,33,Wildcat,Victory without taking a scratch.,,
,CID_758_Athena_Commando_M_TechExplorer,38,Sig,Master intercept agent.,,
,CID_759_Athena_Commando_F_RapVillainess,39,Goldie,Run the game.,,
,CID_760_Athena_Commando_F_NeonTightSuit,39,Nightlife,The life of the afterparty.,,
,CID_761_Athena_Commando_M_CycloneSpace,38,Astro Jack,Out of this world.,,
,CID_762_Athena_Commando_M_BrightGunnerSpy,41,Wild Gunner,Embrace your wild side.,,
,CID_763_Athena_Commando_F_ShinyJacket,37,Shimmer Specialist,Show off your star moves.,,
,CID_764_Athena_Commando_F_Loofah,32,Loserfruit,Good vibes only.,,
,CID_765_Athena_Commando_F_SpaceWanderer,39,Siona,A wanderer in a lost world.,,
,CID_767_Athena_Commando_F_BlackKnight,37,Eternal Knight,Honor shines eternal.,,
,CID_768_Athena_Commando_F_HardcoreSportz,40,Fanatic,In it to win it.,,
,CID_769_Athena_Commando_M_HardcoreSportz,40,Showdown,Ultimate showdowns only!,,
,CID_770_Athena_Commando_F_MechanicalEngineer,44,Jules,Engineering perfection with a mysterious twist.,,
,CID_771_Athena_Commando_F_OceanRider,36,Ocean,The fight's not over until I say so.,,
,CID_772_Athena_Commando_M_Sandcastle,36,Aquaman,The undisputed king of the sea.,,
,CID_773_Athena_Commando_M_Beacon,32,Trench Trawler,Strange secrets sleep deep beneath the waves.,,
,CID_774_Athena_Commando_M_TacticalScuba,39,Scuba Jonesy,Jonesy of the deep!,,
,CID_775_Athena_Commando_F_StreetRacerCobraGold,46,Rally Raider,Live like every lap's a victory lap.,,
,CID_776_Athena_Commando_M_ProfessorPup,38,Kit,Proudly following in his father's pawprints.,,
,CID_777_Athena_Commando_M_RacerZero,35,Fade,"Far from home, the journey must continue.",,
,CID_778_Athena_Commando_M_Gator,31,Swamp Stomper,Gator-trained master swampsman.,,
,CID_779_Athena_Commando_M_HenchmanGoodShorts,44,GHOST Beach Brawler,Hit the beach.,,
,CID_780_Athena_Commando_M_HenchmanBadShorts,43,SHADOW Beach Brawler,It's brawl or nothing.,,
,CID_781_Athena_Commando_F_FuzzyBearTEDDY,40,Metal Team Leader,Totally metal.,,
,CID_782_Athena_Commando_M_BrightGunnerEclipse,45,Nite Gunner,The future looks nite.,,
,CID_783_Athena_Commando_M_AquaJacket,36,Surf Strider,Harness the power of a rogue wave.,,
,CID_784_Athena_Commando_F_RenegadeRaiderFire,44,Blaze,Fill the world with flames.,,
,CID_785_Athena_Commando_F_Python,32,Scarlet Serpent,Heartless combatant with a venomous soul.,,
,CID_786_Athena_Commando_F_CavalryBandit_Ghost,45,Double Agent Hush,Haunt your enemy's every move.,,
,CID_787_Athena_Commando_M_Heist_Ghost,37,Double Agent Wildcard,Everything according to plan.,,
,CID_788_Athena_Commando_M_Mastermind_Ghost,42,Chaos Double Agent,Chaos beyond measure.,,
,CID_789_Athena_Commando_M_HenchmanGoodShorts_B,46,TBD,TBD,,
,CID_790_Athena_Commando_M_HenchmanGoodShorts_C,46,TBD,TBD,,
,CID_791_Athena_Commando_M_HenchmanGoodShorts_D,46,TBD,TBD,,
,CID_792_Athena_Commando_M_HenchmanBadShorts_B,45,TBD,TBD,,
,CID_793_Athena_Commando_M_HenchmanBadShorts_C,45,TBD,TBD,,
,CID_794_Athena_Commando_M_HenchmanBadShorts_D,45,TBD,TBD,,
,CID_795_Athena_Commando_M_Dummeez,33,Dummy,Look out!,,
,CID_796_Athena_Commando_F_Tank,30,Sandshark Driver,World class heavy tank driver.,,
,CID_797_Athena_Commando_F_Taco,30,Lada,Spicy and saucy.,,
,CID_798_Athena_Commando_M_JonesyVagabond,40,Relaxed Fit Jonesy,"Victory or whatever else you've got, he's not picky.",,
,CID_799_Athena_Commando_F_CupidDark,35,Darkheart,Statuesque heart breaker.,,
,CID_800_Athena_Commando_M_Robro,31,Bryce 3000,Influencer. Fashionista. Robot.,,
,CID_801_Athena_Commando_F_GolfSummer,36,Par Patroller,Patience and focus wins the match.,,
,CID_802_Athena_Commando_F_HeartBreaker,38,Safari,Conqueror of the untamed.,,
,CID_803_Athena_Commando_F_SharkSuit,35,Cozy Chomps,Take life one chomp at a time.,,
,CID_804_Athena_Commando_M_SharkSuit,35,Comfy Chomps,Kick back and get chompin.,,
,CID_805_Athena_Commando_F_PunkDevilSummer,41,Surf Witch,Curse the beach with your dark presence.,,
,CID_806_Athena_Commando_F_GreenJacket,37,Kyra,Never afraid to stand out.,,
,CID_807_Athena_Commando_M_CandyApple_B1U7X,42,Captain America,Super soldier Steve Rogers stands as an enduring sentinel of liberty.,,
,CID_808_Athena_Commando_F_ConstellationSun,42,Starflare,The last star you'll see tonight.,,
,CID_809_Athena_Commando_M_Seaweed_IXRLQ,39,Black Manta,Merciless undersea mercenary.,,
,CID_810_Athena_Commando_M_MilitaryFashionSummer,47,Shore Leave,Hit the beach and make some waves.,,
,CID_811_Athena_Commando_F_CandySummer,37,Tropical Punch Zoey,Candy-coated mayhem.,,
,CID_812_Athena_Commando_F_RedRidingSummer,41,Summer Fable,The beach isn't safe... from her.,,
,CID_813_Athena_Commando_M_TeriyakiAtlantis,42,Atlantean Fishstick,King of the Fishsticks.,,
,CID_814_Athena_Commando_M_BananaSummer,38,Unpeely,"No peel, no shoes, no problem.",,
,CID_815_Athena_Commando_F_DurrburgerHero,40,Sizzle,She makes this look cheesy.,,
,CID_816_Athena_Commando_F_DirtyDocks,36,Barracuda,"Careful, she'll get her hooks in you.",,
,CID_817_Athena_Commando_M_DirtyDocks,36,Waveripper,Deadliest catch this side of the coral reef.,,
,CID_818_Athena_Commando_F_NeonTightSuit_A,41,Party Star,All eyes on you.,,
,CID_819_Athena_Commando_F_NeonTightSuit_B,41,Party Diva,Only the best. ,,
,CID_820_Athena_Commando_F_NeonTightSuit_C,41,Party MVP,There can be only one.,,
,CID_822_Athena_Commando_F_Angler,32,Mariana,Champion of the ocean's light.,,
,CID_823_Athena_Commando_F_Islander,34,Kalia,The island warrior has arrived.,,
,CID_824_Athena_Commando_F_RaiderPink,36,Athleisure Assassin,Definitely not off-the-rack.,,
,CID_825_Athena_Commando_F_SportsFashion,39,Adeline,Don't get caught wearing last season's looks.,,
,CID_826_Athena_Commando_M_FloatillaCaptain,42,King Krab,Behold my luminous krabulosity! Glow style glows at night.,,
,CID_827_Athena_Commando_M_MultibotStealth,41,Mecha Team Shadow,Shadow assembly required.,,
,CID_828_Athena_Commando_F_Valet,31,Pitstop,Just try to keep up.,,
,CID_829_Athena_Commando_M_Valet,31,Storm Racer,Leave the competition in your rearview.,,
,CID_830_Athena_Commando_M_SpaceWanderer,39,Deo,His journey continues.,,
,CID_831_Athena_Commando_F_PIzzaPitMascot,40,Crustina,"Saucy, Spicy, Right Behind You.",,
,CID_832_Athena_Commando_F_AntiLlama,35,Splatterella,Llamas beware.,,
,CID_833_Athena_Commando_F_TripleScoop,37,Derby Dynamo,Just try putting her in the penalty box.,,
,CID_834_Athena_Commando_M_Axl,29,Axo,Here to see if life on dry land lives up to the hype.,,
,CID_835_Athena_Commando_F_LadyAtlantis,38,Bryne,A genuine Atlantean princess.,,
,CID_836_Athena_Commando_M_JonesyFlare,37,Castaway Jonesy,"He's not lost, okay?",,
,CID_837_Athena_Commando_M_MaskedDancer,38,Seeker,Nothing's lost that can't be found.,,
,CID_838_Athena_Commando_M_JunkSamurai,37,Samurai Scrapper,A true warrior can make a weapon from whatever's at hand.,,
,CID_839_Athena_Commando_F_HightowerSquash,41,Storm,Goddess of the Elements.,,
,CID_840_Athena_Commando_M_HightowerGrape,40,Groot,He is Groot.,,
,CID_841_Athena_Commando_M_HightowerWasabi,41,Wolverine,He's the best there is at what he does.,,
,CID_842_Athena_Commando_F_HightowerHoneydew,43,Jennifer Walters,Brains or brawn... Why not both?,,
,CID_843_Athena_Commando_M_HightowerTomato_Casual,48,Tony Stark,Billionaire. Playboy. Philanthropist. Inventor.,,
,CID_844_Athena_Commando_F_HightowerMango,40,Mystique,Deadly assassin and undisputed master of disguise.,,
,CID_845_Athena_Commando_M_HightowerTapas,40,Thor,Son of Odin. God of Thunder.,,
,CID_846_Athena_Commando_M_HightowerDate,39,Doctor Doom,Eternal ruler of Latveria. He is Doom.,,
,CID_847_Athena_Commando_M_Soy_2AS3C,35,Silver Surfer,Reflective rider of the cosmic currents.,,
,CID_848_Athena_Commando_F_DarkNinjaPurple,41,Dread Fate,May they dread their encounter with fate.,,
,CID_849_Athena_Commando_M_DarkEaglePurple,41,Dread Omen,Your victory is dreaded by many.,,
,CID_850_Athena_Commando_F_SkullBriteCube,40,Dark Skully,The dreaded master of stylish domination.,,
,CID_851_Athena_Commando_M_Bittenhead,36,Tart Tycoon,#FreeFortnite,,
,CID_852_Athena_Commando_F_BlackWidowCorrupt,43,Corrupted Arachne,Weave a web of corruption... to victory.,,
,CID_853_Athena_Commando_F_SniperHoodCorrupt,43,Corrupted Insight,Target in sight and totally corrupted.,,
,CID_854_Athena_Commando_M_SamuraiUltraArmorCorrupt,50,Corrupted Shogun,Suited for the ultimate corruption. ,,
,CID_855_Athena_Commando_M_Elastic,33,Hunter,Always find your target.,,
,CID_856_Athena_Commando_M_Elastic_B,35,Hypersonic,"First to the crime, every time.",,
,CID_857_Athena_Commando_M_Elastic_C,35,Blastoff,3... 2... 1... you know the rest.,,
,CID_858_Athena_Commando_M_Elastic_D,35,Wanderlust,Unpredictably uncontainable.,,
,CID_859_Athena_Commando_M_Elastic_E,35,The Mighty Volt,High-voltage and ready to roll.,,
,CID_860_Athena_Commando_F_Elastic,33,Dynamo Dancer,Go where your will takes you.,,
,CID_861_Athena_Commando_F_Elastic_B,35,Backlash,Strike back.,,
,CID_862_Athena_Commando_F_Elastic_C,35,Firebrand,Danger on the event horizon.,,
,CID_863_Athena_Commando_F_Elastic_D,35,Polarity,Follow the true star.,,
,CID_864_Athena_Commando_F_Elastic_E,35,Joltara,Champion of the solar winds.,,
,CID_865_Athena_Commando_F_CloakedAssassin_1XKHT,47,Cube Assassin,Unknowable. Unstoppable.,,
,CID_866_Athena_Commando_F_Myth,30,Antheia,Guardian of forgotten lands.,,
,CID_867_Athena_Commando_M_Myth,30,Morro,Warrior from a long lost world.,,
,CID_868_Athena_Commando_M_Backspin_3U6CA,40,Blade,Eric Brooks: The Daywalker.,,
,CID_869_Athena_Commando_F_Cavalry,33,Victoria Saint,Vampire-hunter of the Old West.,,
,CID_870_Athena_Commando_M_KevinCouture,38,Geometrik,All is cube.,,
,CID_871_Athena_Commando_F_StreetFashionGarnet,45,Sagan,Live the journey and lead the way.,,
,CID_872_Athena_Commando_F_TeriyakiFishPrincess,46,Princess Felicity Fish,First of her name. Long may she reign.,,
,CID_873_Athena_Commando_M_RebirthDefaultE,41,Recruit,Standard issue combatant outfit.,,
,CID_874_Athena_Commando_M_RebirthDefaultF,41,Recruit,Standard issue combatant outfit.,,
,CID_875_Athena_Commando_M_RebirthDefaultG,41,Recruit,Standard issue combatant outfit.,,
,CID_876_Athena_Commando_M_RebirthDefaultH,41,Recruit,Standard issue combatant outfit.,,
,CID_877_Athena_Commando_M_RebirthDefaultI,41,Recruit,Standard issue combatant outfit.,,
,CID_878_Athena_Commando_F_RebirthDefault_E,42,Recruit,Standard issue combatant outfit.,,
,CID_879_Athena_Commando_F_RebirthDefault_F,42,Recruit,Standard issue combatant outfit.,,
,CID_880_Athena_Commando_F_RebirthDefault_G,42,Recruit,Standard issue combatant outfit.,,
,CID_881_Athena_Commando_F_RebirthDefault_H,42,Recruit,Standard issue combatant outfit.,,
,CID_882_Athena_Commando_F_RebirthDefault_I,42,Recruit,Standard issue combatant outfit.,,
,CID_883_Athena_Commando_M_ChOneJonesy,37,Jonesy The First,Never forget your first run.,,
,CID_883_Athena_M_3L_LOD2,24,Jonesy The First,Never forget your first run.,,
,CID_883_Athena_M_FN_Jonesy,26,Jonesy The First,Never forget your first run.,,
,CID_884_Athena_Commando_F_ChOneRamirez,38,Vintage Ramirez,Back again and ready for action.,,
,CID_885_Athena_Commando_M_ChOneHawk,35,Hawk Classic,Nobody messes with the Hawk.,,
,CID_886_Athena_Commando_M_ChOneRenegade,39,Original Renegade,Classic.,,
,CID_887_Athena_Commando_M_ChOneSpitfire,39,Rookie Spitfire,Rookie of the year.,,
,CID_888_Athena_Commando_F_ChOneBanshee,38,Vanguard Banshee,Leading the charge.,,
,CID_889_Athena_Commando_F_ChOneWildcat,38,Wildstreak One,It takes one to know one.,,
,CID_890_Athena_Commando_F_ChOneHeadhunter,41,Headhunter Prime,It's prime time.,,
,CID_891_Athena_Commando_M_LunchBox,34,Lachlan,Playing around to discover greatness.,,
,CID_892_Athena_Commando_F_VampireCasual,39,Midnight Dusk,Doomed to an eternity of vampiric style.,,
,CID_893_Athena_Commando_F_BlackWidowJacket,42,Arachne Couture,What a fabulous web we weave...,,
,CID_894_Athena_Commando_M_Palespooky,36,Gnash,Haunted and heartbroken. ,,
,CID_895_Athena_Commando_M_DeliSandwich,38,Daredevil,Matt Murdock: The Man Without Fear,,
,CID_896_Athena_Commando_F_SpookyNeon,36,Violet,Embrace the dark.,,
,CID_897_Athena_Commando_F_DarkBomberSummer,42,Nightsurf Bomber,Stick to the shade.,,
,CID_898_Athena_Commando_M_FlowerSkeleton,40,Grave,Leather and roses are the last things you'll see.,,
,CID_899_Athena_Commando_F_Poison,32,Grimoire,Soul-reaper of the near future.,,
,CID_900_Athena_Commando_M_Famine,32,Headlock,Unleash your hunger.,,
,CID_901_Athena_Commando_F_PumpkinSpice,38,Patch,Carve out your place in the night.,,
,CID_902_Athena_Commando_M_PumpkinPunk,37,Punk,Smashing.,,
,CID_903_Athena_Commando_F_Frankie,33,Ravina,Bewitching spirit from a dark dimension.,,
,CID_904_Athena_Commando_M_Jekyll,32,The Good Doctor,He's got some inner demons.,,
,CID_905_Athena_Commando_M_York,30,P.K.E. Ranger,Heat 'em up!,,
,CID_906_Athena_Commando_M_York_B,32,Containment Specialist,Ghosts? Not on his watch.,,
,CID_907_Athena_Commando_M_York_C,32,Ecto Expert,A true ectoplasmic mastermind. ,,
,CID_908_Athena_Commando_M_York_D,32,Haunt Officer,Who's in charge of this haunt?,,
,CID_909_Athena_Commando_M_York_E,32,Paranormal Guide,Your guide to the spirit world.,,
,CID_910_Athena_Commando_F_York,30,Aura Analyzer,Master of the metaphysical.,,
,CID_911_Athena_Commando_F_York_B,32,Specter Inspector,"Back off man, she's a scientist.",,
,CID_912_Athena_Commando_F_York_C,32,Phantom Commando,We got one!,,
,CID_913_Athena_Commando_F_York_D,32,Curse Buster,There's more to worry about than ghosts...,,
,CID_914_Athena_Commando_F_York_E,32,Spirit Sniper,Take dead aim.,,
,CID_915_Athena_Commando_F_RavenQuillSkull,41,Bone Ravage,"Circling underground, shrouded by skulls... ",,
,CID_916_Athena_Commando_F_FuzzyBearSkull,40,Skull Squad Leader,Lead your skeleteam to victory.,,
,CID_917_Athena_Commando_M_DurrburgerSkull,41,Bone Boss,Bone-in beefy boss.,,
,CID_918_Athena_Commando_M_TeriyakiFishSkull,43,Fishskull,Maki Master strikes again.,,
,CID_919_Athena_Commando_F_BabaYaga,34,Baba Yaga,Do you hear the sound of chicken legs...?,,
,CID_920_Athena_Commando_M_PartyTrooper,38,Party Trooper,He came to party... like two hundred years ago.,,
,CID_921_Athena_Commando_F_ParcelPetal,37,Poison Ivy,Never turn your back on nature.,,
,CID_922_Athena_Commando_M_ParcelPrank,37,The Joker,Gotham's clown prince of crime.,,
,CID_923_Athena_Commando_M_ParcelGold,36,Midas Rex,Long live the king.,,
,CID_924_Athena_Commando_M_Embers,32,Ghost Rider,The thing about legends is... sometimes they're true.,,
,CID_925_Athena_Commando_F_TapDance,34,Black Widow (Snow Suit),Winter mission ready.,,
,CID_926_Athena_Commando_F_StreetFashionDiamond,46,Cloud Striker,Soar beyond the horizon.,,
,CID_927_Athena_Commando_M_NauticalPajamas,41,REM Raider,Nothing beats a little shut eye.,,
,CID_928_Athena_Commando_M_NauticalPajamas_B,43,Nap Cap'n,See you in your dreams.,,
,CID_929_Athena_Commando_M_NauticalPajamas_C,43,Sgt. Snooze,Drop and give me forty winks.,,
,CID_930_Athena_Commando_M_NauticalPajamas_D,43,Dozer,The best of the rest.,,
,CID_931_Athena_Commando_M_NauticalPajamas_E,43,Slumberjack,Just five more minutes.,,
